,uuid,census_id,count
707,b2e5fc49-d460-42b9-893c-27dbaff9430b,107,1
709,b2e5fc49-d460-42b9-893c-27dbaff9430b,122,1
712,b2e5fc49-d460-42b9-893c-27dbaff9430c,133,1
734,bfd12541-ce23-4201-a9f1-e97a24acac95,131,1
747,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,78,1
745,c4abe711-56a5-fa70-a23f-616263646566,874,1
742,c4abe711-56a5-fa70-a23f-616263646566,122,1
741,c4abe711-56a5-fa70-a23f-616263646566,78,1
739,c4abe711-56a5-fa70-a23f-616263646566,55,1
738,c4abe711-56a5-fa70-a23f-616263646566,34,1
736,c4abe711-56a5-fa70-a23f-616263646566,13,1
735,c0017e14-1a0c-494e-bf84-dd478a47d0d5,109,1
730,bb865c82-49f0-4df9-b8f5-75a406405cbb,147,1
715,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,109,1
727,bb407f30-f5f8-466e-aff9-25556b57fe66,120,1
63,1acbad6e-e1a5-4838-a62a-d35d00c35b01,120,1
722,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,99,1
721,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,23,1
719,b8fed863-9f1c-447c-8f82-df0c2e067dea,154,1
718,b8fed863-9f1c-447c-8f82-df0c2e067dea,122,1
717,b8fed863-9f1c-447c-8f82-df0c2e067dea,120,1
716,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,147,1
637,a14a04b7-5f86-7310-99d5-9e3b2564c8b4,147,1
634,9eb353a0-69b6-4947-b710-bae643c8bca5,147,1
535,7f94e960-5490-41b2-b762-4ab5fc87384c,101,1
73,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,61,1
573,8a21c76b-74e3-4341-92be-33fcfdefdd63,107,1
570,8a21c76b-74e3-4341-92be-33fcfdefdd63,83,1
569,8a21c76b-74e3-4341-92be-33fcfdefdd63,78,1
566,8a21c76b-74e3-4341-92be-33fcfdefdd63,73,1
565,8a21c76b-74e3-4341-92be-33fcfdefdd63,72,1
103,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,107,1
104,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,109,1
107,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,150,1
108,23445723-7230-5723-5800-28375abefd12,120,1
109,23445723-7230-5723-5800-28375abefd12,147,1
110,23e93f28-8b8b-45aa-a916-d68765b70982,147,1
111,264a2992-d007-432e-b4ed-37d6af6e8d04,101,1
115,2686f39c-bada-4658-854a-a62e7e5e8b8d,12,1
548,8892d497-2507-4fbc-ac6d-e9aefe6e9266,79,1
547,82a8029d-d537-47f9-84d9-3bbc8052f66b,32,1
545,8277a5f1-4166-45d1-9f97-905df2a427d5,66,1
131,2686f39c-bada-4658-854a-a62e7e5e8b8d,66,1
538,8277a5f1-4166-45d1-9f97-905df2a427d5,23,1
136,2686f39c-bada-4658-854a-a62e7e5e8b8d,79,1
574,8a21c76b-74e3-4341-92be-33fcfdefdd63,108,1
96,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,122,1
91,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,995,1
617,8d213129-d56d-9e4b-77f2-2b30ebb5e7f3,79,1
74,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,83,1
628,9d6f9674-c3b4-aae9-35e2-ec3cfe06be5f,122,1
626,9b0c5617-4211-4c60-937d-38501df4fa4f,855,1
625,9b0c5617-4211-4c60-937d-38501df4fa4f,853,1
624,9b0c5617-4211-4c60-937d-38501df4fa4f,120,1
623,99e8d0b6-f1b1-41b8-a035-104cf2d11497,748,1
619,961ee482-93b2-3d07-50fa-0334460917c2,120,1
618,944ff534-ac2c-8b18-b1dc-bcf18b95f337,61,1
616,8b03238e-cebc-465d-8fb8-90e41e0f51ba,954,1
89,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,954,1
76,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,122,1
613,8b03238e-cebc-465d-8fb8-90e41e0f51ba,773,1
610,8a21c76b-74e3-4341-92be-33fcfdefdd63,969,1
609,8a21c76b-74e3-4341-92be-33fcfdefdd63,958,1
607,8a21c76b-74e3-4341-92be-33fcfdefdd63,938,1
279,4b993cd6-1f3a-466f-aac7-cd79c01b9a20,60,1
81,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,758,1
589,8a21c76b-74e3-4341-92be-33fcfdefdd63,150,1
931,fe913213-b311-4a42-8c16-47faeac938db,881,1
4,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,846,3
2,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,150,2
0,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,109,1
1,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,120,1
3,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,767,1
5,43a2bc29-c111-4a76-8b6f-78aecb142e5a,141,1
34,0xc1cac1c417534ddea065,109,441
21,0xb2e5fc49d46042b9893c,109,439
19,0xb2e5fc49d46042b9893c,101,385
18,0xb2e5fc49d46042b9893c,61,243
23,0xb2e5fc49d46042b9893c,124,137
17,0xb2e5fc49d46042b9893c,34,134
22,0xb2e5fc49d46042b9893c,122,112
20,0xb2e5fc49d46042b9893c,107,106
16,0xb2e5fc49d46042b9893c,23,71
1,0x2a28c8e5b65f44aa9837,78,69
35,0xc1cac1c417534ddea065,120,54
37,0xc1cac1c417534ddea065,124,53
36,0xc1cac1c417534ddea065,122,50
30,0xc1cac1c417534ddea065,23,49
25,0xb2e5fc49d46042b9893c,133,42
39,0xc1cac1c417534ddea065,141,40
40,0xc1cac1c417534ddea065,147,33
0,0x2a28c8e5b65f44aa9837,74,31
47,0xe1bde705bd3940898e3d,141,28
38,0xc1cac1c417534ddea065,133,23
11,0x85ceeb822284d5870c3a,130,17
12,0x85ceeb822284d5870c3a,141,16
10,0x85ceeb822284d5870c3a,109,14
29,0xb2e5fc49d46042b9893c,345,13
8,0x71410849e0b34b5f9819,767,8
26,0xb2e5fc49d46042b9893c,141,8
48,0xe1bde705bd3940898e3d,143,4
32,0xc1cac1c417534ddea065,101,4
15,0x9e9f052935fc2bc872e6,773,4
24,0xb2e5fc49d46042b9893c,132,4
31,0xc1cac1c417534ddea065,28,3
5,0x5713793103decaf22026,141,3
4,0x5713793103decaf22026,101,3
27,0xb2e5fc49d46042b9893c,146,2
49,0xf7826da6bc5b71e0893e,109,2
46,0xc4abe71156a5fa70a23f,147,2
13,0x85ceeb822284d5870c3a,147,2
2,0x5713793103decaf22026,34,2
42,0xc4abe71156a5fa70a23f,23,1
45,0xc4abe71156a5fa70a23f,131,1
44,0xc4abe71156a5fa70a23f,122,1
43,0xc4abe71156a5fa70a23f,78,1
7,0x670d6c28e1a4bdb78331,141,1
41,0xc4abe71156a5fa70a23f,13,1
3,0x5713793103decaf22026,79,1
6,0x5713793103decaf22026,749,1
14,0x9e9f052935fc2bc872e6,29,1
33,0xc1cac1c417534ddea065,107,1
28,0xb2e5fc49d46042b9893c,149,1
9,0x85ceeb822284d5870c3a,101,1
50,0xf7826da6bc5b71e0893e,147,1
1,eddystone_url,120,5
4,eddystone_url,147,5
5,eddystone_url,958,3
2,eddystone_url,131,2
0,eddystone_url,109,1
3,eddystone_url,133,1
